,competênciamov,município,seção,saldomovimentação,sexo,graudeinstrução
7202,2023-05-01,Pb-Alagoa Grande,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,4
7203,2023-05-01,Pb-Alagoa Grande,Alojamento e Alimentação,-1,Homem,1
7204,2023-05-01,Pb-Alagoa Grande,Alojamento e Alimentação,1,Homem,1
7205,2023-05-01,Pb-Alagoa Grande,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Homem,1
7206,2023-05-01,Pb-Alagoa Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
7207,2023-05-01,Pb-Alagoa Grande,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,4
7208,2023-05-01,Pb-Alagoa Grande,Indústrias Extrativas,-1,Homem,3
7209,2023-05-01,Pb-Alagoa Grande,Indústrias de Transformação,-1,Homem,1
7210,2023-05-01,Pb-Alagoa Grande,Indústrias de Transformação,1,Homem,3
7211,2023-05-01,Pb-Alagoa Grande,Indústrias de Transformação,1,Mulher,2
7212,2023-05-01,Pb-Alagoa Grande,Outras Atividades de Serviços,1,Homem,1
7213,2023-05-01,Pb-Alagoa Grande,"Transporte, Armazenagem e Correio",1,Homem,1
7214,2023-05-01,Pb-Alagoa Grande,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
7215,2023-05-01,Pb-Alagoa Nova,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,13
7216,2023-05-01,Pb-Alagoa Nova,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,4
7217,2023-05-01,Pb-Alagoa Nova,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7218,2023-05-01,Pb-Alagoa Nova,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7219,2023-05-01,Pb-Alagoa Nova,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7220,2023-05-01,Pb-Alagoa Nova,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7221,2023-05-01,Pb-Alagoa Nova,Construção,-1,Homem,7
7222,2023-05-01,Pb-Alagoa Nova,Indústrias de Transformação,-1,Homem,1
7223,2023-05-01,Pb-Alagoa Nova,Indústrias de Transformação,1,Homem,1
7224,2023-05-01,Pb-Alagoa Nova,Indústrias de Transformação,1,Mulher,1
7225,2023-05-01,Pb-Alagoinha,Alojamento e Alimentação,1,Mulher,1
7226,2023-05-01,Pb-Alagoinha,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
7227,2023-05-01,Pb-Alagoinha,Atividades Administrativas e Serviços Complementares,1,Homem,1
7228,2023-05-01,Pb-Alagoinha,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7229,2023-05-01,Pb-Alagoinha,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7230,2023-05-01,Pb-Alagoinha,"Transporte, Armazenagem e Correio",-1,Homem,1
7231,2023-05-01,Pb-Algodao de Jandaira,Indústrias de Transformação,-1,Homem,1
7232,2023-05-01,Pb-Alhandra,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,106
7233,2023-05-01,Pb-Alhandra,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,2
7234,2023-05-01,Pb-Alhandra,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,13
7235,2023-05-01,Pb-Alhandra,Alojamento e Alimentação,1,Mulher,1
7236,2023-05-01,Pb-Alhandra,Atividades Imobiliárias,-1,Homem,2
7237,2023-05-01,Pb-Alhandra,Atividades Imobiliárias,1,Homem,4
7238,2023-05-01,Pb-Alhandra,Atividades Imobiliárias,1,Mulher,4
7239,2023-05-01,Pb-Alhandra,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
7240,2023-05-01,Pb-Alhandra,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,11
7241,2023-05-01,Pb-Alhandra,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,5
7242,2023-05-01,Pb-Alhandra,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,16
7243,2023-05-01,Pb-Alhandra,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,8
7244,2023-05-01,Pb-Alhandra,Construção,-1,Homem,17
7245,2023-05-01,Pb-Alhandra,Construção,-1,Mulher,3
7246,2023-05-01,Pb-Alhandra,Construção,1,Homem,12
7247,2023-05-01,Pb-Alhandra,Construção,1,Mulher,3
7248,2023-05-01,Pb-Alhandra,Indústrias de Transformação,-1,Homem,8
7249,2023-05-01,Pb-Alhandra,Indústrias de Transformação,-1,Mulher,3
7250,2023-05-01,Pb-Alhandra,Indústrias de Transformação,1,Homem,13
7251,2023-05-01,Pb-Alhandra,Indústrias de Transformação,1,Mulher,6
7252,2023-05-01,Pb-Alhandra,Informação e Comunicação,-1,Homem,3
7253,2023-05-01,Pb-Alhandra,Informação e Comunicação,-1,Mulher,2
7254,2023-05-01,Pb-Alhandra,Informação e Comunicação,1,Homem,3
7255,2023-05-01,Pb-Alhandra,Informação e Comunicação,1,Mulher,1
7256,2023-05-01,Pb-Alhandra,Outras Atividades de Serviços,1,Mulher,1
7257,2023-05-01,Pb-Alhandra,"Transporte, Armazenagem e Correio",-1,Homem,3
7258,2023-05-01,Pb-Alhandra,"Transporte, Armazenagem e Correio",1,Homem,4
7259,2023-05-01,Pb-Aparecida,Alojamento e Alimentação,-1,Homem,1
7260,2023-05-01,Pb-Aparecida,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,4
7261,2023-05-01,Pb-Aparecida,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7262,2023-05-01,Pb-Aparecida,"Atividades Profissionais, Científicas e Técnicas",1,Homem,3
7263,2023-05-01,Pb-Aparecida,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,2
7264,2023-05-01,Pb-Aparecida,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
7265,2023-05-01,Pb-Aparecida,Indústrias de Transformação,-1,Homem,1
7266,2023-05-01,Pb-Aracagi,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,1
7267,2023-05-01,Pb-Aracagi,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7268,2023-05-01,Pb-Aracagi,Indústrias de Transformação,1,Homem,2
7269,2023-05-01,Pb-Aracagi,Indústrias de Transformação,1,Mulher,10
7270,2023-05-01,Pb-Arara,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
7271,2023-05-01,Pb-Arara,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
7272,2023-05-01,Pb-Arara,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
7273,2023-05-01,Pb-Arara,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,6
7274,2023-05-01,Pb-Arara,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7275,2023-05-01,Pb-Arara,Construção,-1,Homem,4
7276,2023-05-01,Pb-Arara,Construção,1,Homem,6
7277,2023-05-01,Pb-Arara,Construção,1,Mulher,1
7278,2023-05-01,Pb-Araruna,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
7279,2023-05-01,Pb-Araruna,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7280,2023-05-01,Pb-Araruna,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7281,2023-05-01,Pb-Araruna,Construção,-1,Homem,1
7282,2023-05-01,Pb-Araruna,Construção,1,Homem,2
7283,2023-05-01,Pb-Araruna,Saúde Humana e Serviços Sociais,1,Mulher,1
7284,2023-05-01,Pb-Areia,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,2
7285,2023-05-01,Pb-Areia,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,2
7286,2023-05-01,Pb-Areia,"Artes, Cultura, Esporte e Recreação",1,Homem,1
7287,2023-05-01,Pb-Areia,Atividades Imobiliárias,-1,Mulher,1
7288,2023-05-01,Pb-Areia,"Atividades Profissionais, Científicas e Técnicas",1,Homem,11
7289,2023-05-01,Pb-Areia,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,5
7290,2023-05-01,Pb-Areia,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
7291,2023-05-01,Pb-Areia,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,11
7292,2023-05-01,Pb-Areia,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,7
7293,2023-05-01,Pb-Areia,Construção,-1,Homem,4
7294,2023-05-01,Pb-Areia,Construção,1,Homem,10
7295,2023-05-01,Pb-Areia,Educação,-1,Homem,4
7296,2023-05-01,Pb-Areia,Educação,-1,Mulher,11
7297,2023-05-01,Pb-Areia,Educação,1,Homem,2
7298,2023-05-01,Pb-Areia,Educação,1,Mulher,7
7299,2023-05-01,Pb-Areia,Indústrias de Transformação,-1,Homem,3
7300,2023-05-01,Pb-Areia,Indústrias de Transformação,-1,Mulher,2
7301,2023-05-01,Pb-Areia,Indústrias de Transformação,1,Homem,18
7302,2023-05-01,Pb-Areia,Indústrias de Transformação,1,Mulher,2
7303,2023-05-01,Pb-Areial,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7304,2023-05-01,Pb-Aroeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
7305,2023-05-01,Pb-Aroeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7306,2023-05-01,Pb-Aroeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
7307,2023-05-01,Pb-Assuncao,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7308,2023-05-01,Pb-Assuncao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7309,2023-05-01,Pb-Assuncao,Indústrias Extrativas,-1,Homem,1
7310,2023-05-01,Pb-Assuncao,Indústrias de Transformação,1,Homem,3
7311,2023-05-01,Pb-Baia da Traicao,Alojamento e Alimentação,-1,Mulher,1
7312,2023-05-01,Pb-Baia da Traicao,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7313,2023-05-01,Pb-Baia da Traicao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7314,2023-05-01,Pb-Baia da Traicao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7315,2023-05-01,Pb-Baia da Traicao,Construção,-1,Homem,1
7316,2023-05-01,Pb-Baia da Traicao,Indústrias de Transformação,1,Homem,2
7317,2023-05-01,Pb-Bananeiras,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,2
7318,2023-05-01,Pb-Bananeiras,Alojamento e Alimentação,-1,Homem,1
7319,2023-05-01,Pb-Bananeiras,Alojamento e Alimentação,-1,Mulher,1
7320,2023-05-01,Pb-Bananeiras,Alojamento e Alimentação,1,Homem,5
7321,2023-05-01,Pb-Bananeiras,"Artes, Cultura, Esporte e Recreação",1,Homem,1
7322,2023-05-01,Pb-Bananeiras,Atividades Administrativas e Serviços Complementares,1,Homem,2
7323,2023-05-01,Pb-Bananeiras,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
7324,2023-05-01,Pb-Bananeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7325,2023-05-01,Pb-Bananeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
7326,2023-05-01,Pb-Bananeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,11
7327,2023-05-01,Pb-Bananeiras,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,4
7328,2023-05-01,Pb-Bananeiras,Construção,-1,Homem,8
7329,2023-05-01,Pb-Bananeiras,Construção,1,Homem,27
7330,2023-05-01,Pb-Bananeiras,Construção,1,Mulher,2
7331,2023-05-01,Pb-Bananeiras,Educação,-1,Homem,1
7332,2023-05-01,Pb-Bananeiras,Indústrias de Transformação,-1,Homem,1
7333,2023-05-01,Pb-Bananeiras,Indústrias de Transformação,1,Homem,1
7334,2023-05-01,Pb-Bananeiras,Informação e Comunicação,1,Homem,1
7335,2023-05-01,Pb-Bananeiras,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
7336,2023-05-01,Pb-Barauna,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7337,2023-05-01,Pb-Barra de Santa Rosa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7338,2023-05-01,Pb-Barra de Santa Rosa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7339,2023-05-01,Pb-Barra de Santa Rosa,Construção,-1,Homem,2
7340,2023-05-01,Pb-Barra de Santa Rosa,Construção,-1,Mulher,1
7341,2023-05-01,Pb-Barra de Santa Rosa,Construção,1,Homem,6
7342,2023-05-01,Pb-Barra de Santa Rosa,Informação e Comunicação,-1,Mulher,1
7343,2023-05-01,Pb-Barra de Santana,Alojamento e Alimentação,1,Homem,1
7344,2023-05-01,Pb-Barra de Santana,Alojamento e Alimentação,1,Mulher,1
7345,2023-05-01,Pb-Barra de Santana,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7346,2023-05-01,Pb-Barra de Sao Miguel,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7347,2023-05-01,Pb-Barra de Sao Miguel,Informação e Comunicação,1,Homem,1
7348,2023-05-01,Pb-Barra de Sao Miguel,Informação e Comunicação,1,Mulher,1
7349,2023-05-01,Pb-Bayeux,Alojamento e Alimentação,-1,Homem,4
7350,2023-05-01,Pb-Bayeux,Alojamento e Alimentação,-1,Mulher,4
7351,2023-05-01,Pb-Bayeux,Alojamento e Alimentação,1,Homem,2
7352,2023-05-01,Pb-Bayeux,Alojamento e Alimentação,1,Mulher,5
7353,2023-05-01,Pb-Bayeux,"Artes, Cultura, Esporte e Recreação",-1,Mulher,1
7354,2023-05-01,Pb-Bayeux,"Artes, Cultura, Esporte e Recreação",1,Homem,1
7355,2023-05-01,Pb-Bayeux,Atividades Administrativas e Serviços Complementares,-1,Homem,15
7356,2023-05-01,Pb-Bayeux,Atividades Administrativas e Serviços Complementares,-1,Mulher,3
7357,2023-05-01,Pb-Bayeux,Atividades Administrativas e Serviços Complementares,1,Homem,10
7358,2023-05-01,Pb-Bayeux,Atividades Administrativas e Serviços Complementares,1,Mulher,1
7359,2023-05-01,Pb-Bayeux,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,57
7360,2023-05-01,Pb-Bayeux,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,32
7361,2023-05-01,Pb-Bayeux,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,245
7362,2023-05-01,Pb-Bayeux,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,154
7363,2023-05-01,Pb-Bayeux,Construção,-1,Homem,9
7364,2023-05-01,Pb-Bayeux,Construção,1,Homem,6
7365,2023-05-01,Pb-Bayeux,Educação,-1,Homem,3
7366,2023-05-01,Pb-Bayeux,Educação,-1,Mulher,3
7367,2023-05-01,Pb-Bayeux,Educação,1,Homem,2
7368,2023-05-01,Pb-Bayeux,Educação,1,Mulher,2
7369,2023-05-01,Pb-Bayeux,Indústrias de Transformação,-1,Homem,112
7370,2023-05-01,Pb-Bayeux,Indústrias de Transformação,-1,Mulher,19
7371,2023-05-01,Pb-Bayeux,Indústrias de Transformação,1,Homem,154
7372,2023-05-01,Pb-Bayeux,Indústrias de Transformação,1,Mulher,38
7373,2023-05-01,Pb-Bayeux,Informação e Comunicação,-1,Homem,1
7374,2023-05-01,Pb-Bayeux,Informação e Comunicação,-1,Mulher,1
7375,2023-05-01,Pb-Bayeux,Outras Atividades de Serviços,-1,Homem,6
7376,2023-05-01,Pb-Bayeux,Outras Atividades de Serviços,-1,Mulher,6
7377,2023-05-01,Pb-Bayeux,Outras Atividades de Serviços,1,Homem,9
7378,2023-05-01,Pb-Bayeux,Outras Atividades de Serviços,1,Mulher,10
7379,2023-05-01,Pb-Bayeux,Saúde Humana e Serviços Sociais,-1,Mulher,2
7380,2023-05-01,Pb-Bayeux,Saúde Humana e Serviços Sociais,1,Homem,2
7381,2023-05-01,Pb-Bayeux,Saúde Humana e Serviços Sociais,1,Mulher,1
7382,2023-05-01,Pb-Bayeux,"Transporte, Armazenagem e Correio",-1,Homem,11
7383,2023-05-01,Pb-Bayeux,"Transporte, Armazenagem e Correio",-1,Mulher,1
7384,2023-05-01,Pb-Bayeux,"Transporte, Armazenagem e Correio",1,Homem,19
7385,2023-05-01,Pb-Bayeux,"Transporte, Armazenagem e Correio",1,Mulher,3
7386,2023-05-01,Pb-Belem,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
7387,2023-05-01,Pb-Belem,Alojamento e Alimentação,-1,Mulher,1
7388,2023-05-01,Pb-Belem,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
7389,2023-05-01,Pb-Belem,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
7390,2023-05-01,Pb-Belem,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7391,2023-05-01,Pb-Belem,Indústrias de Transformação,-1,Homem,11
7392,2023-05-01,Pb-Belem,Indústrias de Transformação,-1,Mulher,2
7393,2023-05-01,Pb-Belem,Indústrias de Transformação,1,Homem,12
7394,2023-05-01,Pb-Belem,Indústrias de Transformação,1,Mulher,2
7395,2023-05-01,Pb-Belem,Outras Atividades de Serviços,-1,Mulher,1
7396,2023-05-01,Pb-Belem,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
7397,2023-05-01,Pb-Belem do Brejo do Cruz,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
7398,2023-05-01,Pb-Belem do Brejo do Cruz,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
7399,2023-05-01,Pb-Belem do Brejo do Cruz,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7400,2023-05-01,Pb-Belem do Brejo do Cruz,Indústrias de Transformação,-1,Homem,1
7401,2023-05-01,Pb-Belem do Brejo do Cruz,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Mulher,1
7402,2023-05-01,Pb-Belem do Brejo do Cruz,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,2
7403,2023-05-01,Pb-Belem do Brejo do Cruz,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,1
7404,2023-05-01,Pb-Bernardino Batista,Construção,-1,Homem,5
7405,2023-05-01,Pb-Boa Vista,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
7406,2023-05-01,Pb-Boa Vista,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
7407,2023-05-01,Pb-Boa Vista,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,4
7408,2023-05-01,Pb-Boa Vista,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7409,2023-05-01,Pb-Boa Vista,Indústrias Extrativas,1,Homem,4
7410,2023-05-01,Pb-Boa Vista,Indústrias de Transformação,-1,Homem,3
7411,2023-05-01,Pb-Boa Vista,Indústrias de Transformação,-1,Mulher,1
7412,2023-05-01,Pb-Boa Vista,Indústrias de Transformação,1,Homem,7
7413,2023-05-01,Pb-Boa Vista,Indústrias de Transformação,1,Mulher,1
7414,2023-05-01,Pb-Bom Jesus,Alojamento e Alimentação,-1,Mulher,1
7415,2023-05-01,Pb-Bom Jesus,Alojamento e Alimentação,1,Homem,2
7416,2023-05-01,Pb-Bom Jesus,Alojamento e Alimentação,1,Mulher,2
7417,2023-05-01,Pb-Bom Jesus,Construção,-1,Homem,3
7418,2023-05-01,Pb-Bom Jesus,Indústrias de Transformação,-1,Homem,1
7419,2023-05-01,Pb-Bom Jesus,Indústrias de Transformação,1,Homem,1
7420,2023-05-01,Pb-Bom Sucesso,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7421,2023-05-01,Pb-Bom Sucesso,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
7422,2023-05-01,Pb-Bom Sucesso,Construção,-1,Homem,1
7423,2023-05-01,Pb-Bonito de Santa Fe,Construção,-1,Homem,1
7424,2023-05-01,Pb-Bonito de Santa Fe,Indústrias de Transformação,-1,Homem,1
7425,2023-05-01,Pb-Boqueirao,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,11
7426,2023-05-01,Pb-Boqueirao,"Atividades Profissionais, Científicas e Técnicas",1,Homem,23
7427,2023-05-01,Pb-Boqueirao,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,4
7428,2023-05-01,Pb-Boqueirao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
7429,2023-05-01,Pb-Boqueirao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7430,2023-05-01,Pb-Boqueirao,Construção,-1,Homem,18
7431,2023-05-01,Pb-Boqueirao,Educação,-1,Homem,1
7432,2023-05-01,Pb-Boqueirao,Educação,1,Mulher,1
7433,2023-05-01,Pb-Borborema,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
7434,2023-05-01,Pb-Brejo do Cruz,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
7435,2023-05-01,Pb-Brejo do Cruz,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,4
7436,2023-05-01,Pb-Brejo do Cruz,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
7437,2023-05-01,Pb-Brejo do Cruz,Construção,-1,Homem,1
7438,2023-05-01,Pb-Brejo do Cruz,Construção,1,Homem,3
7439,2023-05-01,Pb-Brejo do Cruz,Indústrias de Transformação,-1,Homem,1
7440,2023-05-01,Pb-Brejo do Cruz,Indústrias de Transformação,1,Homem,1
7441,2023-05-01,Pb-Brejo do Cruz,Indústrias de Transformação,1,Mulher,1
7442,2023-05-01,Pb-Brejo do Cruz,Informação e Comunicação,1,Homem,1
7443,2023-05-01,Pb-Brejo do Cruz,Informação e Comunicação,1,Mulher,1
7444,2023-05-01,Pb-Caapora,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,4
7445,2023-05-01,Pb-Caapora,Alojamento e Alimentação,-1,Mulher,1
7446,2023-05-01,Pb-Caapora,Alojamento e Alimentação,1,Mulher,2
7447,2023-05-01,Pb-Caapora,Atividades Administrativas e Serviços Complementares,-1,Homem,5
7448,2023-05-01,Pb-Caapora,Atividades Administrativas e Serviços Complementares,1,Homem,16
7449,2023-05-01,Pb-Caapora,Atividades Administrativas e Serviços Complementares,1,Mulher,1
7450,2023-05-01,Pb-Caapora,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
7451,2023-05-01,Pb-Caapora,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
7452,2023-05-01,Pb-Caapora,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,7
7453,2023-05-01,Pb-Caapora,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,5
