,competênciamov,município,seção,saldomovimentação,sexo,graudeinstrução
11318,2023-07-01,Pb-Cuitegi,Informação e Comunicação,1,Homem,1
11319,2023-07-01,Pb-Cuitegi,Outras Atividades de Serviços,1,Homem,1
11320,2023-07-01,Pb-Damiao,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
11321,2023-07-01,Pb-Desterro,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
11322,2023-07-01,Pb-Desterro,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
11323,2023-07-01,Pb-Desterro,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
11324,2023-07-01,Pb-Desterro,Construção,-1,Homem,2
11325,2023-07-01,Pb-Desterro,Construção,1,Homem,3
11326,2023-07-01,Pb-Diamante,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
11327,2023-07-01,Pb-Diamante,Outras Atividades de Serviços,-1,Mulher,1
11328,2023-07-01,Pb-Dona Ines,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
11329,2023-07-01,Pb-Dona Ines,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
11330,2023-07-01,Pb-Dona Ines,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
11331,2023-07-01,Pb-Dona Ines,Construção,-1,Homem,1
11332,2023-07-01,Pb-Duas Estradas,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
11333,2023-07-01,Pb-Duas Estradas,Construção,-1,Homem,7
11334,2023-07-01,Pb-Duas Estradas,Construção,1,Homem,1
11335,2023-07-01,Pb-Esperanca,"Administração Pública, Defesa e Seguridade Social",1,Mulher,3
11336,2023-07-01,Pb-Esperanca,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,5
11337,2023-07-01,Pb-Esperanca,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,1
11338,2023-07-01,Pb-Esperanca,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Mulher,1
11339,2023-07-01,Pb-Esperanca,Alojamento e Alimentação,-1,Mulher,1
11340,2023-07-01,Pb-Esperanca,Alojamento e Alimentação,1,Homem,1
11341,2023-07-01,Pb-Esperanca,Atividades Administrativas e Serviços Complementares,1,Mulher,1
11342,2023-07-01,Pb-Esperanca,Atividades Imobiliárias,1,Homem,1
11343,2023-07-01,Pb-Esperanca,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,4
11344,2023-07-01,Pb-Esperanca,"Atividades Profissionais, Científicas e Técnicas",1,Homem,1
11345,2023-07-01,Pb-Esperanca,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,2
11346,2023-07-01,Pb-Esperanca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,19
11347,2023-07-01,Pb-Esperanca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,8
11348,2023-07-01,Pb-Esperanca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,22
11349,2023-07-01,Pb-Esperanca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,11
11350,2023-07-01,Pb-Esperanca,Construção,-1,Homem,2
11351,2023-07-01,Pb-Esperanca,Construção,1,Mulher,1
11352,2023-07-01,Pb-Esperanca,Educação,-1,Mulher,1
11353,2023-07-01,Pb-Esperanca,Indústrias Extrativas,-1,Homem,1
11354,2023-07-01,Pb-Esperanca,Indústrias de Transformação,-1,Homem,16
11355,2023-07-01,Pb-Esperanca,Indústrias de Transformação,-1,Mulher,1
11356,2023-07-01,Pb-Esperanca,Indústrias de Transformação,1,Homem,7
11357,2023-07-01,Pb-Esperanca,Indústrias de Transformação,1,Mulher,1
11358,2023-07-01,Pb-Esperanca,Informação e Comunicação,-1,Homem,1
11359,2023-07-01,Pb-Esperanca,Informação e Comunicação,1,Mulher,1
11360,2023-07-01,Pb-Esperanca,Outras Atividades de Serviços,1,Homem,1
11361,2023-07-01,Pb-Esperanca,Saúde Humana e Serviços Sociais,1,Mulher,2
11362,2023-07-01,Pb-Esperanca,"Transporte, Armazenagem e Correio",-1,Homem,3
11363,2023-07-01,Pb-Esperanca,"Transporte, Armazenagem e Correio",1,Homem,9
11364,2023-07-01,Pb-Fagundes,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
11365,2023-07-01,Pb-Fagundes,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
11366,2023-07-01,Pb-Fagundes,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
11367,2023-07-01,Pb-Fagundes,Construção,-1,Homem,3
11368,2023-07-01,Pb-Fagundes,Informação e Comunicação,-1,Homem,1
11369,2023-07-01,Pb-Frei Martinho,Indústrias de Transformação,-1,Homem,1
11370,2023-07-01,Pb-Gado Bravo,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
11371,2023-07-01,Pb-Guarabira,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,16
11372,2023-07-01,Pb-Guarabira,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,2
11373,2023-07-01,Pb-Guarabira,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,29
11374,2023-07-01,Pb-Guarabira,Alojamento e Alimentação,-1,Homem,3
11375,2023-07-01,Pb-Guarabira,Alojamento e Alimentação,-1,Mulher,3
11376,2023-07-01,Pb-Guarabira,Alojamento e Alimentação,1,Homem,2
11377,2023-07-01,Pb-Guarabira,Alojamento e Alimentação,1,Mulher,9
11378,2023-07-01,Pb-Guarabira,Atividades Administrativas e Serviços Complementares,-1,Homem,6
11379,2023-07-01,Pb-Guarabira,Atividades Administrativas e Serviços Complementares,-1,Mulher,4
11380,2023-07-01,Pb-Guarabira,Atividades Administrativas e Serviços Complementares,1,Homem,6
11381,2023-07-01,Pb-Guarabira,Atividades Administrativas e Serviços Complementares,1,Mulher,6
11382,2023-07-01,Pb-Guarabira,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Homem,1
11383,2023-07-01,Pb-Guarabira,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Mulher,1
11384,2023-07-01,Pb-Guarabira,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Homem,2
11385,2023-07-01,Pb-Guarabira,Atividades Imobiliárias,-1,Homem,1
11386,2023-07-01,Pb-Guarabira,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,3
11387,2023-07-01,Pb-Guarabira,"Atividades Profissionais, Científicas e Técnicas",1,Homem,2
11388,2023-07-01,Pb-Guarabira,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,7
11389,2023-07-01,Pb-Guarabira,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,33
11390,2023-07-01,Pb-Guarabira,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,25
11391,2023-07-01,Pb-Guarabira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,32
11392,2023-07-01,Pb-Guarabira,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,19
11393,2023-07-01,Pb-Guarabira,Construção,-1,Homem,14
11394,2023-07-01,Pb-Guarabira,Construção,-1,Mulher,2
11395,2023-07-01,Pb-Guarabira,Construção,1,Homem,30
11396,2023-07-01,Pb-Guarabira,Educação,-1,Homem,1
11397,2023-07-01,Pb-Guarabira,Educação,-1,Mulher,1
11398,2023-07-01,Pb-Guarabira,Educação,1,Mulher,7
11399,2023-07-01,Pb-Guarabira,Indústrias de Transformação,-1,Homem,29
11400,2023-07-01,Pb-Guarabira,Indústrias de Transformação,-1,Mulher,9
11401,2023-07-01,Pb-Guarabira,Indústrias de Transformação,1,Homem,55
11402,2023-07-01,Pb-Guarabira,Indústrias de Transformação,1,Mulher,19
11403,2023-07-01,Pb-Guarabira,Informação e Comunicação,-1,Homem,1
11404,2023-07-01,Pb-Guarabira,Informação e Comunicação,-1,Mulher,1
11405,2023-07-01,Pb-Guarabira,Informação e Comunicação,1,Homem,1
11406,2023-07-01,Pb-Guarabira,Outras Atividades de Serviços,-1,Homem,1
11407,2023-07-01,Pb-Guarabira,Outras Atividades de Serviços,-1,Mulher,6
11408,2023-07-01,Pb-Guarabira,Outras Atividades de Serviços,1,Homem,1
11409,2023-07-01,Pb-Guarabira,Outras Atividades de Serviços,1,Mulher,2
11410,2023-07-01,Pb-Guarabira,Saúde Humana e Serviços Sociais,-1,Homem,1
11411,2023-07-01,Pb-Guarabira,Saúde Humana e Serviços Sociais,-1,Mulher,7
11412,2023-07-01,Pb-Guarabira,Saúde Humana e Serviços Sociais,1,Mulher,4
11413,2023-07-01,Pb-Guarabira,"Transporte, Armazenagem e Correio",-1,Homem,1
11414,2023-07-01,Pb-Guarabira,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,1
11415,2023-07-01,Pb-Guarabira,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,11
11416,2023-07-01,Pb-Gurinhem,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,2
11417,2023-07-01,Pb-Gurinhem,Alojamento e Alimentação,-1,Homem,1
11418,2023-07-01,Pb-Gurinhem,Alojamento e Alimentação,-1,Mulher,1
11419,2023-07-01,Pb-Gurinhem,Atividades Administrativas e Serviços Complementares,1,Homem,2
11420,2023-07-01,Pb-Gurinhem,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
11421,2023-07-01,Pb-Gurinhem,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
11422,2023-07-01,Pb-Gurinhem,Construção,1,Homem,8
11423,2023-07-01,Pb-Gurinhem,Indústrias Extrativas,-1,Homem,1
11424,2023-07-01,Pb-Gurinhem,Indústrias Extrativas,-1,Mulher,1
11425,2023-07-01,Pb-Gurinhem,Indústrias de Transformação,-1,Mulher,1
11426,2023-07-01,Pb-Gurinhem,Indústrias de Transformação,1,Homem,1
11427,2023-07-01,Pb-Gurinhem,Outras Atividades de Serviços,-1,Homem,2
11428,2023-07-01,Pb-Gurjao,Indústrias Extrativas,-1,Homem,1
11429,2023-07-01,Pb-Gurjao,Indústrias Extrativas,1,Homem,3
11430,2023-07-01,Pb-Gurjao,Outras Atividades de Serviços,1,Mulher,1
11431,2023-07-01,Pb-Ibiara,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
11432,2023-07-01,Pb-Igaracy,Construção,-1,Homem,2
11433,2023-07-01,Pb-Igaracy,Construção,1,Homem,2
11434,2023-07-01,Pb-Igaracy,Indústrias de Transformação,1,Mulher,1
11435,2023-07-01,Pb-Inga,Alojamento e Alimentação,-1,Mulher,1
11436,2023-07-01,Pb-Inga,Alojamento e Alimentação,1,Mulher,1
11437,2023-07-01,Pb-Inga,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,1
11438,2023-07-01,Pb-Inga,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
11439,2023-07-01,Pb-Inga,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
11440,2023-07-01,Pb-Inga,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
11441,2023-07-01,Pb-Inga,Construção,-1,Homem,1
11442,2023-07-01,Pb-Inga,Construção,1,Homem,3
11443,2023-07-01,Pb-Inga,Educação,-1,Homem,1
11444,2023-07-01,Pb-Inga,Educação,-1,Mulher,1
11445,2023-07-01,Pb-Inga,Indústrias de Transformação,-1,Homem,4
11446,2023-07-01,Pb-Inga,Indústrias de Transformação,1,Homem,13
11447,2023-07-01,Pb-Inga,Indústrias de Transformação,1,Mulher,7
11448,2023-07-01,Pb-Itabaiana,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,1
11449,2023-07-01,Pb-Itabaiana,Alojamento e Alimentação,1,Homem,10
11450,2023-07-01,Pb-Itabaiana,Atividades Administrativas e Serviços Complementares,-1,Homem,1
11451,2023-07-01,Pb-Itabaiana,Atividades Imobiliárias,-1,Homem,1
11452,2023-07-01,Pb-Itabaiana,Atividades Imobiliárias,-1,Mulher,1
11453,2023-07-01,Pb-Itabaiana,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,1
11454,2023-07-01,Pb-Itabaiana,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,4
11455,2023-07-01,Pb-Itabaiana,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
11456,2023-07-01,Pb-Itabaiana,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
11457,2023-07-01,Pb-Itabaiana,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
11458,2023-07-01,Pb-Itabaiana,Construção,-1,Homem,5
11459,2023-07-01,Pb-Itabaiana,Construção,1,Homem,3
11460,2023-07-01,Pb-Itabaiana,Educação,-1,Mulher,1
11461,2023-07-01,Pb-Itabaiana,Indústrias de Transformação,-1,Homem,1
11462,2023-07-01,Pb-Itabaiana,Indústrias de Transformação,1,Homem,1
11463,2023-07-01,Pb-Itabaiana,Informação e Comunicação,-1,Homem,1
11464,2023-07-01,Pb-Itabaiana,Outras Atividades de Serviços,1,Homem,1
11465,2023-07-01,Pb-Itabaiana,Outras Atividades de Serviços,1,Mulher,1
11466,2023-07-01,Pb-Itabaiana,Saúde Humana e Serviços Sociais,-1,Mulher,1
11467,2023-07-01,Pb-Itaporanga,"Administração Pública, Defesa e Seguridade Social",1,Homem,1
11468,2023-07-01,Pb-Itaporanga,"Artes, Cultura, Esporte e Recreação",-1,Mulher,1
11469,2023-07-01,Pb-Itaporanga,Atividades Administrativas e Serviços Complementares,-1,Homem,3
11470,2023-07-01,Pb-Itaporanga,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,2
11471,2023-07-01,Pb-Itaporanga,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,16
11472,2023-07-01,Pb-Itaporanga,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,6
11473,2023-07-01,Pb-Itaporanga,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,4
11474,2023-07-01,Pb-Itaporanga,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,10
11475,2023-07-01,Pb-Itaporanga,Construção,-1,Homem,9
11476,2023-07-01,Pb-Itaporanga,Construção,1,Homem,2
11477,2023-07-01,Pb-Itaporanga,Educação,-1,Mulher,1
11478,2023-07-01,Pb-Itaporanga,Indústrias de Transformação,-1,Homem,22
11479,2023-07-01,Pb-Itaporanga,Indústrias de Transformação,-1,Mulher,11
11480,2023-07-01,Pb-Itaporanga,Indústrias de Transformação,1,Homem,3
11481,2023-07-01,Pb-Itaporanga,Indústrias de Transformação,1,Mulher,2
11482,2023-07-01,Pb-Itaporanga,Informação e Comunicação,1,Mulher,2
11483,2023-07-01,Pb-Itaporanga,Outras Atividades de Serviços,-1,Homem,1
11484,2023-07-01,Pb-Itaporanga,Outras Atividades de Serviços,1,Homem,1
11485,2023-07-01,Pb-Itaporanga,Outras Atividades de Serviços,1,Mulher,2
11486,2023-07-01,Pb-Itaporanga,Saúde Humana e Serviços Sociais,1,Mulher,1
11487,2023-07-01,Pb-Itapororoca,"Artes, Cultura, Esporte e Recreação",1,Homem,2
11488,2023-07-01,Pb-Itapororoca,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,5
11489,2023-07-01,Pb-Itapororoca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,2
11490,2023-07-01,Pb-Itapororoca,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
11491,2023-07-01,Pb-Itapororoca,Indústrias Extrativas,-1,Homem,1
11492,2023-07-01,Pb-Itapororoca,Informação e Comunicação,1,Homem,2
11493,2023-07-01,Pb-Itatuba,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
11494,2023-07-01,Pb-Itatuba,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,3
11495,2023-07-01,Pb-Itatuba,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
11496,2023-07-01,Pb-Itatuba,Indústrias de Transformação,-1,Homem,4
11497,2023-07-01,Pb-Itatuba,Indústrias de Transformação,-1,Mulher,1
11498,2023-07-01,Pb-Itatuba,Indústrias de Transformação,1,Homem,4
11499,2023-07-01,Pb-Itatuba,Indústrias de Transformação,1,Mulher,3
11500,2023-07-01,Pb-Jacarau,Atividades Administrativas e Serviços Complementares,1,Homem,2
11501,2023-07-01,Pb-Jacarau,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
11502,2023-07-01,Pb-Jacarau,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
11503,2023-07-01,Pb-Jacarau,Indústrias de Transformação,-1,Homem,1
11504,2023-07-01,Pb-Jacarau,Informação e Comunicação,-1,Mulher,1
11505,2023-07-01,Pb-Jacarau,"Transporte, Armazenagem e Correio",1,Homem,2
11506,2023-07-01,Pb-Jerico,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,2
11507,2023-07-01,Pb-Jerico,Construção,1,Mulher,1
11508,2023-07-01,Pb-Jerico,Outras Atividades de Serviços,-1,Mulher,1
11509,2023-07-01,Pb-Joao Pessoa,"Administração Pública, Defesa e Seguridade Social",-1,Homem,2
11510,2023-07-01,Pb-Joao Pessoa,"Administração Pública, Defesa e Seguridade Social",1,Mulher,5
11511,2023-07-01,Pb-Joao Pessoa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,12
11512,2023-07-01,Pb-Joao Pessoa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Mulher,1
11513,2023-07-01,Pb-Joao Pessoa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,7
11514,2023-07-01,Pb-Joao Pessoa,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Mulher,1
11515,2023-07-01,Pb-Joao Pessoa,Alojamento e Alimentação,-1,Homem,313
11516,2023-07-01,Pb-Joao Pessoa,Alojamento e Alimentação,-1,Mulher,256
11517,2023-07-01,Pb-Joao Pessoa,Alojamento e Alimentação,1,Homem,408
11518,2023-07-01,Pb-Joao Pessoa,Alojamento e Alimentação,1,Mulher,300
11519,2023-07-01,Pb-Joao Pessoa,"Artes, Cultura, Esporte e Recreação",-1,Homem,41
11520,2023-07-01,Pb-Joao Pessoa,"Artes, Cultura, Esporte e Recreação",-1,Mulher,20
11521,2023-07-01,Pb-Joao Pessoa,"Artes, Cultura, Esporte e Recreação",1,Homem,31
11522,2023-07-01,Pb-Joao Pessoa,"Artes, Cultura, Esporte e Recreação",1,Mulher,27
11523,2023-07-01,Pb-Joao Pessoa,Atividades Administrativas e Serviços Complementares,-1,Homem,630
11524,2023-07-01,Pb-Joao Pessoa,Atividades Administrativas e Serviços Complementares,-1,Mulher,336
11525,2023-07-01,Pb-Joao Pessoa,Atividades Administrativas e Serviços Complementares,1,Homem,635
11526,2023-07-01,Pb-Joao Pessoa,Atividades Administrativas e Serviços Complementares,1,Mulher,443
11527,2023-07-01,Pb-Joao Pessoa,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Homem,24
11528,2023-07-01,Pb-Joao Pessoa,"Atividades Financeiras, de Seguros e Serviços Relacionados",-1,Mulher,27
11529,2023-07-01,Pb-Joao Pessoa,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Homem,14
11530,2023-07-01,Pb-Joao Pessoa,"Atividades Financeiras, de Seguros e Serviços Relacionados",1,Mulher,15
11531,2023-07-01,Pb-Joao Pessoa,Atividades Imobiliárias,-1,Homem,12
11532,2023-07-01,Pb-Joao Pessoa,Atividades Imobiliárias,-1,Mulher,10
11533,2023-07-01,Pb-Joao Pessoa,Atividades Imobiliárias,1,Homem,14
11534,2023-07-01,Pb-Joao Pessoa,Atividades Imobiliárias,1,Mulher,11
11535,2023-07-01,Pb-Joao Pessoa,"Atividades Profissionais, Científicas e Técnicas",-1,Homem,134
11536,2023-07-01,Pb-Joao Pessoa,"Atividades Profissionais, Científicas e Técnicas",-1,Mulher,102
11537,2023-07-01,Pb-Joao Pessoa,"Atividades Profissionais, Científicas e Técnicas",1,Homem,132
11538,2023-07-01,Pb-Joao Pessoa,"Atividades Profissionais, Científicas e Técnicas",1,Mulher,102
11539,2023-07-01,Pb-Joao Pessoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,916
11540,2023-07-01,Pb-Joao Pessoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,646
11541,2023-07-01,Pb-Joao Pessoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,931
11542,2023-07-01,Pb-Joao Pessoa,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,646
11543,2023-07-01,Pb-Joao Pessoa,Construção,-1,Homem,1151
11544,2023-07-01,Pb-Joao Pessoa,Construção,-1,Mulher,144
11545,2023-07-01,Pb-Joao Pessoa,Construção,1,Homem,1474
11546,2023-07-01,Pb-Joao Pessoa,Construção,1,Mulher,118
11547,2023-07-01,Pb-Joao Pessoa,Educação,-1,Homem,77
11548,2023-07-01,Pb-Joao Pessoa,Educação,-1,Mulher,104
11549,2023-07-01,Pb-Joao Pessoa,Educação,1,Homem,50
11550,2023-07-01,Pb-Joao Pessoa,Educação,1,Mulher,98
11551,2023-07-01,Pb-Joao Pessoa,Eletricidade e Gás,-1,Homem,12
11552,2023-07-01,Pb-Joao Pessoa,Eletricidade e Gás,-1,Mulher,5
11553,2023-07-01,Pb-Joao Pessoa,Eletricidade e Gás,1,Homem,12
11554,2023-07-01,Pb-Joao Pessoa,Eletricidade e Gás,1,Mulher,5
11555,2023-07-01,Pb-Joao Pessoa,Indústrias Extrativas,-1,Homem,1
11556,2023-07-01,Pb-Joao Pessoa,Indústrias Extrativas,-1,Mulher,1
11557,2023-07-01,Pb-Joao Pessoa,Indústrias Extrativas,1,Homem,2
11558,2023-07-01,Pb-Joao Pessoa,Indústrias de Transformação,-1,Homem,366
11559,2023-07-01,Pb-Joao Pessoa,Indústrias de Transformação,-1,Mulher,129
11560,2023-07-01,Pb-Joao Pessoa,Indústrias de Transformação,1,Homem,236
11561,2023-07-01,Pb-Joao Pessoa,Indústrias de Transformação,1,Mulher,92
11562,2023-07-01,Pb-Joao Pessoa,Informação e Comunicação,-1,Homem,55
11563,2023-07-01,Pb-Joao Pessoa,Informação e Comunicação,-1,Mulher,30
11564,2023-07-01,Pb-Joao Pessoa,Informação e Comunicação,1,Homem,85
11565,2023-07-01,Pb-Joao Pessoa,Informação e Comunicação,1,Mulher,50
11566,2023-07-01,Pb-Joao Pessoa,Não identificado,-1,Homem,1
11567,2023-07-01,Pb-Joao Pessoa,Outras Atividades de Serviços,-1,Homem,44
11568,2023-07-01,Pb-Joao Pessoa,Outras Atividades de Serviços,-1,Mulher,81
11569,2023-07-01,Pb-Joao Pessoa,Outras Atividades de Serviços,1,Homem,63
11570,2023-07-01,Pb-Joao Pessoa,Outras Atividades de Serviços,1,Mulher,90
11571,2023-07-01,Pb-Joao Pessoa,Saúde Humana e Serviços Sociais,-1,Homem,81
11572,2023-07-01,Pb-Joao Pessoa,Saúde Humana e Serviços Sociais,-1,Mulher,211
11573,2023-07-01,Pb-Joao Pessoa,Saúde Humana e Serviços Sociais,1,Homem,172
11574,2023-07-01,Pb-Joao Pessoa,Saúde Humana e Serviços Sociais,1,Mulher,476
11575,2023-07-01,Pb-Joao Pessoa,"Transporte, Armazenagem e Correio",-1,Homem,125
11576,2023-07-01,Pb-Joao Pessoa,"Transporte, Armazenagem e Correio",-1,Mulher,17
11577,2023-07-01,Pb-Joao Pessoa,"Transporte, Armazenagem e Correio",1,Homem,191
11578,2023-07-01,Pb-Joao Pessoa,"Transporte, Armazenagem e Correio",1,Mulher,40
11579,2023-07-01,Pb-Joao Pessoa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Homem,29
11580,2023-07-01,Pb-Joao Pessoa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",-1,Mulher,4
11581,2023-07-01,Pb-Joao Pessoa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Homem,19
11582,2023-07-01,Pb-Joao Pessoa,"Água, Esgoto, Atividades de Gestão de Resíduos e Descontaminação",1,Mulher,13
11583,2023-07-01,Pb-Juarez Tavora,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
11584,2023-07-01,Pb-Juarez Tavora,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
11585,2023-07-01,Pb-Juarez Tavora,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
11586,2023-07-01,Pb-Juarez Tavora,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
11587,2023-07-01,Pb-Juazeirinho,Alojamento e Alimentação,-1,Mulher,1
11588,2023-07-01,Pb-Juazeirinho,Atividades Administrativas e Serviços Complementares,-1,Homem,2
11589,2023-07-01,Pb-Juazeirinho,Atividades Administrativas e Serviços Complementares,-1,Mulher,1
11590,2023-07-01,Pb-Juazeirinho,Atividades Administrativas e Serviços Complementares,1,Mulher,1
11591,2023-07-01,Pb-Juazeirinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,1
11592,2023-07-01,Pb-Juazeirinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
11593,2023-07-01,Pb-Juazeirinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,4
11594,2023-07-01,Pb-Juazeirinho,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,2
11595,2023-07-01,Pb-Juazeirinho,Construção,-1,Homem,3
11596,2023-07-01,Pb-Juazeirinho,Construção,1,Homem,1
11597,2023-07-01,Pb-Juazeirinho,Indústrias de Transformação,-1,Homem,2
11598,2023-07-01,Pb-Juazeirinho,Indústrias de Transformação,-1,Mulher,1
11599,2023-07-01,Pb-Juazeirinho,Indústrias de Transformação,1,Homem,2
11600,2023-07-01,Pb-Juazeirinho,Indústrias de Transformação,1,Mulher,1
11601,2023-07-01,Pb-Junco do Serido,Alojamento e Alimentação,1,Mulher,1
11602,2023-07-01,Pb-Junco do Serido,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,1
11603,2023-07-01,Pb-Junco do Serido,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,1
11604,2023-07-01,Pb-Junco do Serido,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Mulher,1
11605,2023-07-01,Pb-Junco do Serido,Indústrias Extrativas,-1,Homem,2
11606,2023-07-01,Pb-Junco do Serido,Indústrias Extrativas,1,Homem,1
11607,2023-07-01,Pb-Junco do Serido,Indústrias de Transformação,-1,Homem,4
11608,2023-07-01,Pb-Junco do Serido,Indústrias de Transformação,1,Homem,1
11609,2023-07-01,Pb-Juripiranga,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",-1,Homem,2
11610,2023-07-01,Pb-Juripiranga,"Agricultura, Pecuária, Produção Florestal, Pesca e AqÜIcultura",1,Homem,2
11611,2023-07-01,Pb-Juripiranga,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Homem,3
11612,2023-07-01,Pb-Juripiranga,"Comércio, Reparação de Veículos Automotores e Motocicletas",-1,Mulher,2
11613,2023-07-01,Pb-Juripiranga,"Comércio, Reparação de Veículos Automotores e Motocicletas",1,Homem,3
